id,srcLatitude,srcLongitude,destLatitude,destLongitude,airline,srcAirport,destAirport
3194,54.97,73.31,40.15,44.4,Isles of Scilly Skybus,OMS,EVN
3195,56.23,43.78,38.54,68.83,Ural Airlines,GOJ,DYU
3196,41.98,-87.9,19.44,-99.07,Volaris,ORD,MEX
3197,53.35,-2.27,40.98,28.81,Turkish Airlines,MAN,IST
3198,51.84,-8.49,27.93,-15.39,Ryanair,ORK,LPA
3199,35.53,24.15,59.65,17.92,Norwegian Air Shuttle,CHQ,ARN
3200,60.29,5.22,36.67,-4.5,Norwegian Air Shuttle,BGO,AGP
3201,43.68,-79.63,53.31,-113.58,WestJet,YYZ,YEG
3202,28.45,-13.86,51.38,-2.72,easyJet,FUE,BRS
3203,39.49,-0.48,50.4,30.45,Wizz Air Ukraine,VLC,IEV
3204,51.15,-0.19,28.95,-13.61,Air Bourbon,LGW,ACE
3205,43.68,-79.63,51.11,-114.02,WestJet,YYZ,YYC
3206,33.37,-7.59,9.58,-13.61,Royal Air Maroc,CMN,CKY
3207,60.19,11.1,35.86,14.48,Norwegian Air Shuttle,OSL,MLA
3208,-17.76,177.44,-27.38,153.12,Virgin Australia,NAN,BNE
3209,18.04,-63.11,40.64,-73.78,US Airways,SXM,JFK
3210,30.12,31.41,36.69,3.22,Egyptair,CAI,ALG
3211,44.88,-93.22,21.04,-86.88,Sun Country Airlines,MSP,CUN
3212,51.89,0.24,36.79,27.09,Transavia France,STN,KGS
3213,43.68,-79.63,19.29,-81.36,WestJet,YYZ,GCM
3214,51.89,0.24,37.25,27.67,easyJet,STN,BJV
3215,30.38,-9.55,52.31,4.76,Transavia Holland,AGA,AMS
3216,18.04,-63.11,38.94,-77.46,United Airlines,SXM,IAD
3217,41.67,44.95,41.8,12.25,Alitalia,TBS,FCO
3218,25.25,55.36,12.95,77.67,Emirates,DXB,BLR
3219,39.5,-119.77,41.79,-87.75,Southwest Airlines,RNO,MDW
3220,4.19,73.53,23.59,58.28,Oman Air,MLE,MCT
3221,45.03,39.17,40.36,71.75,Aircompany Yakutia,KRR,FEG
3222,-31.94,115.97,-37.67,144.84,Virgin Australia,PER,MEL
3223,48.35,11.79,30.38,-9.55,Condor Flugdienst,MUC,AGA
3224,41.67,44.95,48.35,11.79,Lufthansa,TBS,MUC
3225,47.46,8.55,32.7,-16.77,Swiss International Air Lines,ZRH,FNC
3226,36.08,-115.15,39.05,-84.67,Delta Air Lines,LAS,CVG
3227,40.9,29.31,25.26,51.57,Pegasus Airlines,SAW,DOH
3228,51.15,-0.19,37.25,27.67,Air Bourbon,LGW,BJV
3229,35.53,24.15,50.78,-1.84,Ryanair,CHQ,BOH
3230,32.85,-96.85,47.45,-122.31,AirTran Airways,DAL,SEA
3231,41.8,12.25,40.15,44.4,Alitalia,FCO,EVN
3232,51.15,-0.19,36.79,27.09,easyJet,LGW,KGS
3233,13.41,103.81,31.14,121.81,China Eastern Airlines,REP,PVG
3234,51.15,-0.19,35.34,25.18,Air Bourbon,LGW,HER
3235,55.97,37.41,38.18,13.09,Alitalia,SVO,PMO
3236,25.33,55.52,12.95,77.67,Air Arabia,SHJ,BLR
3237,55.97,37.41,43.44,5.21,Air France,SVO,MRS
3238,18.44,-66,42.36,-71.01,JetBlue Airways,SJU,BOS
3239,26.47,49.8,28.57,77.1,Saudi Arabian Airlines,DMM,DEL
3240,-3.04,-60.05,-23.43,-46.47,KLM Royal Dutch Airlines,MAO,GRU
3241,45.47,-73.74,21.42,-77.85,Cubana de Aviación,YUL,CMW
3242,38.75,48.82,59.8,30.26,Ural Airlines,LLK,LED
3243,52.31,4.76,37.98,32.56,Pegasus Airlines,AMS,KYA
3244,39.86,-104.67,21.04,-86.88,United Airlines,DEN,CUN
3245,37.01,-7.97,16.74,-22.95,Transavia Holland,FAO,SID
3246,33.43,-112.01,42.21,-83.35,Southwest Airlines,PHX,DTW
3247,51.29,6.77,30.38,-9.55,Condor Flugdienst,DUS,AGA
3248,18.04,-63.11,39.87,-75.24,US Airways,SXM,PHL
3249,39.5,-119.77,41.98,-87.9,US Airways,RNO,ORD
3250,39.86,-104.67,41.94,-72.68,Southwest Airlines,DEN,BDL
3251,35.18,128.94,11.68,122.38,Zest Air,PUS,KLO
3252,11.14,75.96,24.43,54.65,Air India Express,CCJ,AUH
3253,33.43,-112.01,40,-82.89,Southwest Airlines,PHX,CMH
3254,37.47,126.45,21.22,105.81,Vietnam Airlines,ICN,HAN
3255,-1.97,30.14,-26.14,28.25,Rwandair Express,KGL,JNB
3256,39.18,-76.67,35.04,-106.61,Southwest Airlines,BWI,ABQ
3257,18.57,-68.36,40.49,-80.23,Frontier Airlines,PUJ,PIT
3258,49.63,6.21,32.7,-16.77,Luxair,LUX,FNC
3259,10.77,78.71,2.75,101.71,Malindo Air,TRZ,KUL
3260,29.99,-90.26,33.94,-118.41,Southwest Airlines,MSY,LAX
3261,18.44,-66,41.94,-72.68,JetBlue Airways,SJU,BDL
3262,-13,28.66,8.98,38.8,Ethiopian Airlines,NLA,ADD
3263,47.45,-122.31,32.9,-97.04,US Airways,SEA,DFW
3264,28.45,-13.86,50.78,-1.84,Ryanair,FUE,BOH
3265,18.5,-77.91,42.21,-83.35,Delta Air Lines,MBJ,DTW
3266,38.7,-121.59,20.52,-103.31,Volaris,SMF,GDL
3267,32.7,-16.77,50.9,4.48,Harmony Airways,FNC,BRU
3268,31.14,121.81,18.77,98.96,China Eastern Airlines,PVG,CNX
3269,25.25,55.36,11.14,75.96,Air India Express,DXB,CCJ
3270,59.59,16.63,38.28,-0.56,Ryanair,VST,ALC
3271,51.96,4.44,36.9,30.8,Transavia Holland,RTM,AYT
3272,36.9,30.8,52.31,4.76,Pegasus Airlines,AYT,AMS
3273,47.46,8.55,63.99,-22.61,Icelandair,ZRH,KEF
3274,59.41,24.83,35.34,25.18,Maastricht Airlines,TLL,HER
3275,51.11,-114.02,43.46,-80.38,WestJet,YYC,YKF
3276,32.54,-116.97,17,-96.73,Volaris,TIJ,OAX
3277,55.74,9.15,36.9,30.8,Pegasus Airlines,BLL,AYT
3278,32.01,34.89,48.35,11.79,El Al Israel Airlines,TLV,MUC
3279,25.33,55.52,11.14,75.96,Air India Express,SHJ,CCJ
3280,43.68,-79.63,56.65,-111.22,WestJet,YYZ,YMM
3281,32.01,34.89,55.97,37.41,Aeroflot Russian Airlines,TLV,SVO
3282,40.98,71.56,45.03,39.17,Ural Airlines,NMA,KRR
3283,55.97,37.41,37.47,15.07,Alitalia,SVO,CTA
3284,34.52,113.84,13.68,100.75,China Southern Airlines,CGO,BKK
3285,13.48,144.8,33.59,130.45,United Airlines,GUM,FUK
3286,52.7,-8.92,28.95,-13.61,Ryanair,SNN,ACE
3287,50.03,8.54,30.38,-9.55,Condor Flugdienst,FRA,AGA
3288,51.48,-0.46,36.4,25.48,British Airways,LHR,JTR
3289,33.83,-116.51,41.98,-87.9,US Airways,PSP,ORD
3290,48.73,2.36,36.9,30.8,Transavia France,ORY,AYT
3291,14.51,121.02,-8.75,115.17,Philippine Airlines,MNL,DPS
3292,18.43,-69.67,42.36,-71.01,JetBlue Airways,SDQ,BOS
3293,35.86,14.48,55.87,-4.43,Air Malta,MLA,GLA
3294,53.35,-2.27,37.94,23.94,easyJet,MAN,ATH
3295,14.92,-23.49,-3.78,-38.53,TACV,RAI,FOR
3296,51.38,-2.72,28.95,-13.61,Thomas Cook Airlines,BRS,ACE
3297,34.88,33.62,50.03,8.54,Lufthansa,LCA,FRA
3298,-31.94,115.97,-12.41,130.87,Virgin Australia,PER,DRW
3299,35.86,14.48,59.65,17.92,Scandinavian Airlines System,MLA,ARN
3300,18.57,-68.36,42.36,-71.01,JetBlue Airways,PUJ,BOS
3301,60.32,24.96,41.3,2.08,Formosa Airlines,HEL,BCN
3302,40.98,28.81,52.45,-1.75,Turkish Airlines,IST,BHX
3303,52.17,20.97,36.67,-4.5,Norwegian Air Shuttle,WAW,AGP
3304,57.66,12.28,36.67,-4.5,Scandinavian Airlines System,GOT,AGP
3305,25.22,110.04,2.75,101.71,AirAsia,KWL,KUL
3306,37.62,-122.37,20.52,-103.31,United Airlines,SFO,GDL
3307,40.12,65.17,55.41,37.91,Ural Airlines,NVI,DME
3308,40.98,71.56,56.23,43.78,Ural Airlines,NMA,GOJ
3309,41.79,-87.75,20.99,-101.48,Volaris,MDW,BJX
3310,36.08,-115.15,42.88,-85.52,Allegiant Air,LAS,GRR
3311,32.01,34.89,50.1,14.26,Wizz Air,TLV,PRG
3312,53.87,-1.66,32.7,-16.77,Jet2.com,LBA,FNC
3313,51.29,6.77,38.77,35.5,Pegasus Airlines,DUS,ASR
3314,49.45,2.11,28.95,-13.61,Ryanair,BVA,ACE
3315,57.77,11.87,36.67,-4.5,Ryanair,GSE,AGP
3316,37.72,-122.22,20.52,-103.31,Volaris,OAK,GDL
3317,69.31,87.33,56.23,43.78,NordStar Airlines,NSK,GOJ
3318,1.35,103.99,23.39,113.3,Tiger Airways,SIN,CAN
3319,37.72,-122.22,29.65,-95.28,Southwest Airlines,OAK,HOU
3320,56.18,92.48,38.54,68.83,NordStar Airlines,KJA,DYU
3321,-37.67,144.84,-37.01,174.79,Virgin Australia,MEL,AKL
3322,43.06,74.48,25.25,55.36,Fly Dubai,FRU,DXB
3323,56.92,23.97,40.47,50.05,Azerbaijan Airlines,RIX,GYD
3324,32.7,-16.77,47.59,7.53,TUIfly,FNC,BSL
3325,69.31,87.33,53.5,50.15,NordStar Airlines,NSK,KUF
3326,45.03,39.17,25.25,55.36,Ural Airlines,KRR,DXB
3327,24.99,102.74,37.47,126.45,China Eastern Airlines,KMG,ICN
3328,51.11,-114.02,43.03,-81.15,WestJet,YYC,YXU
3329,51.89,0.24,35.53,24.15,Ryanair,STN,CHQ
3330,2.75,101.71,23.84,90.4,Rainbow Air Polynesia,KUL,DAC
3331,60.19,11.1,37.94,23.94,Scandinavian Airlines System,OSL,ATH
3332,55.41,37.91,39.78,64.48,Transaero Airlines,DME,BHK
3333,35.86,14.48,54.66,-6.22,easyJet,MLA,BFS
3334,58.79,16.91,35.53,24.15,Ryanair,NYO,CHQ
3335,54.96,24.08,38.28,-0.56,Ryanair,KUN,ALC
3336,-17.76,177.44,-13.83,-172.01,Air Pacific,NAN,APW
3337,14.51,121.02,34.43,135.24,Philippine Airlines,MNL,KIX
3338,51.84,-8.49,28.45,-13.86,Ryanair,ORK,FUE
3339,18.34,-64.97,40.69,-74.17,United Airlines,STT,EWR
3340,2.75,101.71,22.65,88.45,AirAsia,KUL,CCU
3341,60.19,11.1,37.77,-0.81,Norwegian Air Shuttle,OSL,MJV
3342,55.51,-4.59,35.86,14.48,Ryanair,PIK,MLA
3343,23.59,58.28,8.98,38.8,Oman Air,MCT,ADD
3344,48.35,11.79,30.12,31.41,Egyptair,MUC,CAI
3345,60.32,24.96,36.9,30.8,Finnair,HEL,AYT
3346,39.7,66.98,56.18,92.48,Ural Airlines,SKD,KJA
3347,45.63,8.73,33.82,35.49,Middle East Airlines,MXP,BEY
3348,43.91,87.47,36.86,117.22,Shandong Airlines,URC,TNA
3349,21.77,-72.27,45.47,-73.74,Air Canada,PLS,YUL
3350,37.62,-122.37,29.98,-95.34,United Airlines,SFO,IAH
3351,55.41,37.91,31.72,35.99,S7 Airlines,DME,AMM
3352,32.9,-97.04,53.31,-113.58,US Airways,DFW,YEG
3353,41.67,44.95,43.35,77.04,Air Astana,TBS,ALA
3354,35.62,-0.62,40.98,28.81,Turkish Airlines,ORN,IST
3355,54.97,73.31,59.8,30.26,Aeroflot Russian Airlines,OMS,LED
3356,28.78,-81.24,46.78,-100.76,Allegiant Air,SFB,BIS
3357,40.08,116.58,29.3,90.91,Shenzhen Airlines,PEK,LXA
3358,34.86,136.81,22.31,113.91,All Nippon Airways,NGO,HKG
3359,51.15,-0.19,36.4,25.48,easyJet,LGW,JTR
3360,45.63,8.73,30.12,31.41,Egyptair,MXP,CAI
3361,54.63,25.29,32.01,34.89,Wizz Air,VNO,TLV
3362,1.35,103.99,24.99,102.74,Singapore Airlines,SIN,KMG
3363,12.99,80.18,2.75,101.71,Malaysia Airlines,MAA,KUL
3364,36.3,32.3,55.62,12.66,Scandinavian Airlines System,GZP,CPH
3365,1.35,103.99,-8.55,125.52,SilkAir,SIN,DIL
3366,59.38,10.79,35.86,14.48,Ryanair,RYG,MLA
3367,9.99,-84.21,33.64,-84.43,Delta Air Lines,SJO,ATL
3368,55.59,37.26,32.01,34.89,Transaero Airlines,VKO,TLV
3369,40.98,28.81,43.3,-2.91,Turkish Airlines,IST,BIO
3370,10.6,-61.34,26.07,-80.15,Caribbean Airlines,POS,FLL
3371,50.78,-1.84,28.95,-13.61,Ryanair,BOH,ACE
3372,35.86,14.48,55.95,-3.37,Ryanair,MLA,EDI
3373,36.41,28.09,58.79,16.91,Ryanair,RHO,NYO
3374,15.59,32.55,25.33,55.52,Sudan Airways,KRT,SHJ
3375,28.57,77.1,26.27,50.63,Gulf Air Bahrain,DEL,BAH
3376,51.15,-0.19,35.53,24.15,easyJet,LGW,CHQ
3377,40.49,-3.57,59.65,17.92,Scandinavian Airlines System,MAD,ARN
3378,-23.01,-47.13,-3.04,-60.05,Azul,VCP,MAO
3379,-12.41,130.87,-34.95,138.53,Qantas,DRW,ADL
3380,53.35,-2.27,30.38,-9.55,Air Bourbon,MAN,AGA
3381,12.05,8.52,15.59,32.55,Sudan Airways,KAN,KRT
3382,40.64,-73.78,39.86,-104.67,Delta Air Lines,JFK,DEN
3383,-33.39,-70.79,-23.43,-46.47,LAN Airlines,SCL,GRU
3384,36.9,30.8,53.12,6.58,Transavia Holland,AYT,GRQ
3385,18.34,-64.97,40.64,-73.78,US Airways,STT,JFK
3386,59.35,5.21,36.67,-4.5,Ryanair,HAU,AGP
3387,63.99,-22.61,47.59,7.53,easyJet,KEF,BSL
3388,12.13,15.03,8.98,38.8,Ethiopian Airlines,NDJ,ADD
3389,50.9,4.48,36.9,30.8,Pegasus Airlines,BRU,AYT
3390,32.66,13.16,53.35,-2.27,Libyan Arab Airlines,TIP,MAN
3391,10.6,-61.34,25.79,-80.29,US Airways,POS,MIA
3392,40.22,69.69,56.23,43.78,Ural Airlines,LBD,GOJ
3393,38.17,-85.74,36.08,-115.15,Southwest Airlines,SDF,LAS
3394,45.47,-73.74,22.49,-79.94,Air Transat,YUL,SNU
3395,58.79,16.91,38.28,-0.56,Ryanair,NYO,ALC
3396,22.31,113.91,22.65,88.45,Dragonair,HKG,CCU
3397,2.75,101.71,23.39,113.3,Malaysia Airlines,KUL,CAN
3398,-10.45,105.69,-31.94,115.97,Virgin Australia,XCH,PER
3399,48.11,16.57,36.24,43.96,Austrian Airlines,VIE,EBL
3400,62.09,129.77,40.08,116.58,S7 Airlines,YKS,PEK
3401,45.59,-122.6,32.9,-97.04,US Airways,PDX,DFW
3402,40.78,-73.87,39.86,-104.67,Southwest Airlines,LGA,DEN
3403,34.76,133.86,13.48,144.8,United Airlines,OKJ,GUM
3404,32.01,34.89,55.41,37.91,Transaero Airlines,TLV,DME
3405,53.35,-2.27,55.41,37.91,easyJet,MAN,DME
3406,18.01,-66.56,40.64,-73.78,JetBlue Airways,PSE,JFK
3407,50.1,14.26,40.15,44.4,Atlantis European Airways,PRG,EVN
3408,14.51,121.02,37.47,126.45,Zest Air,MNL,ICN
3409,43.91,87.47,26.54,106.8,China Southern Airlines,URC,KWE
3410,33.37,-7.59,32.1,20.27,Libyan Arab Airlines,CMN,BEN
3411,14.92,-23.49,33.37,-7.59,Royal Air Maroc,RAI,CMN
3412,46.93,28.93,53.42,-6.27,Air Moldova,KIV,DUB
3413,35.04,-89.98,33.94,-118.41,Delta Air Lines,MEM,LAX
3414,15.59,32.55,25.25,55.36,Sudan Airways,KRT,DXB
3415,43.68,-79.63,21.04,-86.88,WestJet,YYZ,CUN
3416,8.98,38.8,-11.59,27.53,Ethiopian Airlines,ADD,FBM
3417,36.08,-115.15,33.56,-86.75,Southwest Airlines,LAS,BHM
3418,25.33,55.52,30.92,29.7,Air Arabia,SHJ,HBE
3419,-0.14,-78.49,22.99,-82.41,TAME,UIO,HAV
3420,36.41,28.09,59.8,30.26,Transaero Airlines,RHO,LED
3421,8.48,76.92,23.59,58.28,Oman Air,TRV,MCT
3422,18.04,-63.11,35.21,-80.94,US Airways,SXM,CLT
3423,37.36,-121.93,20.52,-103.31,Volaris,SJC,GDL
3424,37.01,-7.97,55.62,12.66,Norwegian Air Shuttle,FAO,CPH
3425,45.47,-73.74,39.86,-104.67,United Airlines,YUL,DEN
3426,24.96,46.7,33.99,71.51,Saudi Arabian Airlines,RUH,PEW
3427,61.41,23.6,41.9,2.76,Ryanair,TMP,GRO
3428,11.14,75.96,24.26,55.61,Air India Express,CCJ,AAN
3429,-41.33,174.81,-37.67,144.84,Virgin Australia,WLG,MEL
3430,30.23,120.43,40.09,94.48,Japan Air System,HGH,DNH
3431,29.65,-95.28,42.36,-71.01,Southwest Airlines,HOU,BOS
3432,34.88,33.62,47.59,7.53,easyJet,LCA,BSL
3433,2.75,101.71,10.31,123.98,Zest Air,KUL,CEB
3434,25.79,-80.29,13.07,-59.49,US Airways,MIA,BGI
3435,40.98,28.81,26.27,50.63,Turkish Airlines,IST,BAH
3436,41.98,-87.9,19.29,-81.36,Cayman Airways,ORD,GCM
3437,51.89,0.24,38.29,27.16,Pegasus Airlines,STN,ADB
3438,25.08,121.23,41.77,140.82,All Nippon Airways,TPE,HKD
3439,38.7,-121.59,29.98,-95.34,United Airlines,SMF,IAH
3440,18.44,-66,40.69,-74.17,United Airlines,SJU,EWR
3441,52.2,77.07,55.41,37.91,S7 Airlines,PWQ,DME
3442,22.64,113.81,1.35,103.99,Shenzhen Airlines,SZX,SIN
3443,47.15,-1.61,35.34,25.18,Transavia France,NTE,HER
3444,26.54,-81.76,39.86,-104.67,United Airlines,RSW,DEN
3445,30.92,29.7,25.25,55.36,Fly Dubai,HBE,DXB
3446,18.34,-64.97,38.94,-77.46,United Airlines,STT,IAD
3447,23.59,58.28,12.99,80.18,Oman Air,MCT,MAA
3448,51.45,5.37,36.9,30.8,Transavia Holland,EIN,AYT
3449,29.1,-111.05,21.04,-86.88,Volaris,HMO,CUN
3450,18.34,-64.97,39.87,-75.24,US Airways,STT,PHL
3451,37.36,-121.93,29.98,-95.34,United Airlines,SJC,IAH
3452,32.01,34.89,8.98,38.8,Ethiopian Airlines,TLV,ADD
3453,45.47,-73.74,23.03,-81.44,Air Transat,YUL,VRA
3454,17.45,78.47,24.43,54.65,Etihad Airways,HYD,AUH
3455,8.98,38.8,-13.79,33.78,Ethiopian Airlines,ADD,LLW
3456,51.15,-0.19,38.29,27.16,easyJet,LGW,ADB
3457,45.47,-73.74,22.51,-78.51,Air Transat,YUL,CCC
3458,40.69,-74.17,39.86,-104.67,Southwest Airlines,EWR,DEN
3459,50.64,5.44,30.38,-9.55,Harmony Airways,LGG,AGA
3460,40.47,50.05,47.44,19.26,Wizz Air,GYD,BUD
3461,18.34,-64.97,33.64,-84.43,KLM Royal Dutch Airlines,STT,ATL
3462,13.48,2.18,36.69,3.22,Air Algerie,NIM,ALG
3463,51.84,-8.49,28.95,-13.61,Ryanair,ORK,ACE
3464,58.88,5.64,36.67,-4.5,Norwegian Air Shuttle,SVG,AGP
3465,29.98,-95.34,42.36,-71.01,United Airlines,IAH,BOS
3466,53.35,-2.27,32.7,-16.77,Transavia France,MAN,FNC
3467,18.44,-66,40.64,-73.78,US Airways,SJU,JFK
3468,37.74,-25.7,48.73,2.36,SATA International,PDL,ORY
3469,-31.94,115.97,-8.75,115.17,Virgin Australia,PER,DPS
3470,60.19,11.1,38.28,-0.56,Scandinavian Airlines System,OSL,ALC
3471,51.48,-0.46,55.41,37.91,British Airways,LHR,DME
3472,-31.94,115.97,-8.76,116.28,Jetstar Airways,PER,LOP
3473,51.15,-0.19,55.41,37.91,Transaero Airlines,LGW,DME
3474,36.71,28.79,52.31,4.76,Transavia Holland,DLM,AMS
3475,51.48,-0.46,37.44,25.35,British Airways,LHR,JMK
3476,14.51,121.02,8.11,98.32,Cebu Pacific,MNL,HKT
3477,32.73,-117.19,29.99,-90.26,Southwest Airlines,SAN,MSY
3478,47.84,106.77,43.06,74.48,Turkish Airlines,ULN,FRU
3479,36.71,28.79,51.96,4.44,Transavia Holland,DLM,RTM
3480,41.71,-86.32,36.08,-115.15,Allegiant Air,SBN,LAS
3481,22.64,113.81,2.75,101.71,AirAsia,SZX,KUL
3482,9.99,-84.21,-12.02,-77.11,Avianca - Aerovias Nacionales de Colombia,SJO,LIM
3483,43.66,7.22,55.41,37.91,Aeroflot Russian Airlines,NCE,DME
3484,59.8,30.26,40.47,50.05,Aeroflot Russian Airlines,LED,GYD
3485,50.9,4.48,30.38,-9.55,Brussels Airlines,BRU,AGA
3486,45.62,126.25,30.58,103.95,Shenzhen Airlines,HRB,CTU
3487,32.7,-16.77,52.83,-1.33,Jet2.com,FNC,EMA
3488,-1.32,36.93,21.68,39.16,Saudi Arabian Airlines,NBO,JED
3489,15.38,73.83,25.26,51.57,Qatar Airways,GOI,DOH
3490,1.35,103.99,22.31,113.91,US Airways,SIN,HKG
3491,14.51,121.02,13.48,144.8,United Airlines,MNL,GUM
3492,37.62,-122.37,44.88,-93.22,United Airlines,SFO,MSP
3493,38.75,-90.37,33.94,-118.41,Southwest Airlines,STL,LAX
3494,21.68,39.16,36.23,59.64,Saudi Arabian Airlines,JED,MHD
3495,8.11,98.32,30.58,103.95,Sichuan Airlines,HKT,CTU
3496,11.55,43.16,-11.53,43.27,Yemenia,JIB,HAH
3497,40.79,-111.98,33.64,-84.43,KLM Royal Dutch Airlines,SLC,ATL
3498,51.11,-114.02,42.28,-82.96,WestJet,YYC,YQG
3499,10.59,-85.54,33.64,-84.43,Delta Air Lines,LIR,ATL
3500,43.68,-79.63,20.79,-76.32,Air Transat,YYZ,HOG
3501,36.08,-115.15,39.72,-86.29,Southwest Airlines,LAS,IND
3502,45.47,-73.74,29.98,-95.34,United Airlines,YUL,IAH
3503,-27.38,153.12,-45.93,170.2,Virgin Australia,BNE,DUD
3504,29.53,-98.47,40.64,-73.78,Delta Air Lines,SAT,JFK
3505,55.97,37.41,43.66,7.22,Aeroflot Russian Airlines,SVO,NCE
3506,59.44,13.34,38.28,-0.56,Norwegian Air Shuttle,KSD,ALC
3507,35.42,51.15,28.57,77.1,Mahan Air,IKA,DEL
3508,56.92,23.97,34.88,33.62,Air Baltic,RIX,LCA
3509,45.03,39.17,38.54,68.83,Salzburg arrows,KRR,DYU
3510,36.41,28.09,52.31,4.76,Transavia Holland,RHO,AMS
3511,40.69,-74.17,18.49,-67.13,United Airlines,EWR,BQN
3512,44.57,26.1,53.42,-6.27,Tarom,OTP,DUB
3513,51.96,4.44,36.41,28.09,Transavia Holland,RTM,RHO
3514,25.26,51.57,28.57,77.1,Qatar Airways,DOH,DEL
3515,50.56,3.09,36.41,28.09,Harmony Airways,LIL,RHO
3516,38.75,-90.37,18.5,-77.91,Frontier Airlines,STL,MBJ
3517,36.08,-115.15,36.12,-86.68,Southwest Airlines,LAS,BNA
3518,19.15,-96.19,32.54,-116.97,Volaris,VER,TIJ
3519,40.98,28.81,37.99,58.36,Turkish Airlines,IST,ASB
3520,15.59,32.55,24.55,55.1,Fly Dubai,KRT,DWC
3521,8.11,98.32,29.72,106.64,BusinessAir,HKT,CKG
3522,33.43,-112.01,33.64,-84.43,Southwest Airlines,PHX,ATL
3523,26.76,80.89,25.25,55.36,Fly Dubai,LKO,DXB
3524,58.79,16.91,35.86,14.48,Ryanair,NYO,MLA
3525,61.34,73.4,38.54,68.83,Tajik Air,SGC,DYU
3526,19.29,-81.36,42.21,-83.35,Delta Air Lines,GCM,DTW
3527,29.23,47.97,23.08,72.63,Air India Limited,KWI,AMD
3528,40.22,69.69,45.03,39.17,Ural Airlines,LBD,KRR
3529,47.26,39.82,38.54,68.83,Ural Airlines,ROV,DYU
3530,19.41,-70.6,42.36,-71.01,JetBlue Airways,STI,BOS
3531,41.7,86.13,34.52,113.84,Hainan Airlines,KRL,CGO
3532,22.64,113.81,43.54,125.12,Shenzhen Airlines,SZX,CGQ
3533,35.86,14.48,53.42,-6.27,Ryanair,MLA,DUB
3534,55.51,-4.59,39.6,19.91,Ryanair,PIK,CFU
3535,44.88,-93.22,37.72,-122.22,AirTran Airways,MSP,OAK
3536,31.52,74.4,29.23,47.97,Pakistan International Airlines,LHE,KWI
3537,47.15,-1.61,38.29,27.16,SunExpress,NTE,ADB
3538,40.9,29.31,51.15,-0.19,Turkish Airlines,SAW,LGW
3539,2.75,101.71,22.31,113.91,Malaysia Airlines,KUL,HKG
3540,59.8,30.26,36.9,30.8,Aeroflot Russian Airlines,LED,AYT
3541,18.44,-66,39.87,-75.24,US Airways,SJU,PHL
3542,37.47,126.45,15.19,120.56,Asiana Airlines,ICN,CRK
3543,37.36,-121.93,44.88,-93.22,Delta Air Lines,SJC,MSP
3544,32.54,74.36,29.23,47.97,Pakistan International Airlines,SKT,KWI
3545,-3.04,-60.05,-19.63,-43.97,Azul,MAO,CNF
3546,17.45,78.47,25.25,55.36,Fly Dubai,HYD,DXB
3547,40.64,-73.78,18.49,-67.13,JetBlue Airways,JFK,BQN
3548,28.78,-81.24,47.95,-97.18,Allegiant Air,SFB,GFK
3549,51.87,-0.37,40.98,28.81,Atlasjet,LTN,IST
3550,43.91,87.47,39.12,117.35,Air Foyle,URC,TSN
3551,51.89,0.24,40.9,29.31,Pegasus Airlines,STN,SAW
3552,55.97,37.41,51.48,-0.46,Aeroflot Russian Airlines,SVO,LHR
3553,17.94,-76.79,40.64,-73.78,Overland Airways,KIN,JFK
3554,51.15,-0.19,37.44,25.35,easyJet,LGW,JMK
3555,50.91,5.77,36.9,30.8,Transavia Holland,MST,AYT
3556,29.65,-95.28,41.73,-71.42,AirTran Airways,HOU,PVD
3557,18.44,-66,38.94,-77.46,United Airlines,SJU,IAD
3558,1.35,103.99,22.15,113.59,Tiger Airways,SIN,MFM
3559,51.48,-0.46,40.98,28.81,Turkish Airlines,LHR,IST
3560,55.59,37.26,51.48,-0.46,Virgin Atlantic Airways,VKO,LHR
3561,29.53,-98.47,40.69,-74.17,United Airlines,SAT,EWR
3562,-12.02,-77.11,-25.24,-57.52,Avianca - Aerovias Nacionales de Colombia,LIM,ASU
3563,9.07,-79.38,-3.04,-60.05,Copa Airlines,PTY,MAO
3564,31.61,-8.04,52.31,4.76,Transavia Holland,RAK,AMS
3565,43.91,87.47,37.99,58.36,China Southern Airlines,URC,ASB
3566,25.33,55.52,17.45,78.47,Air Arabia,SHJ,HYD
3567,35.53,24.15,55.74,9.15,Ryanair,CHQ,BLL
3568,40.08,116.58,56.18,92.48,NordStar Airlines,PEK,KJA
3569,52.38,13.52,34.88,33.62,Condor Flugdienst,SXF,LCA
3570,43.68,-79.63,21.77,-72.27,WestJet,YYZ,PLS
3571,37.07,22.03,59.65,17.92,Scandinavian Airlines System,KLX,ARN
3572,18.44,-66,39.18,-76.67,Southwest Airlines,SJU,BWI
3573,50.46,4.45,30.38,-9.55,Ryanair,CRL,AGA
3574,11.89,-15.65,33.37,-7.59,Royal Air Maroc,OXB,CMN
3575,-12.02,-77.11,-31.32,-64.21,LAN Airlines,LIM,COR
3576,49.63,6.21,30.38,-9.55,Luxair,LUX,AGA
3577,22.9,-102.69,41.79,-87.75,Volaris,ZCL,MDW
3578,53.42,-6.27,39.6,19.91,Aer Lingus,DUB,CFU
3579,47.26,39.82,40.22,69.69,Aeroflot Russian Airlines,ROV,LBD
3580,25.25,55.36,8.98,38.8,Fly Dubai,DXB,ADD
3581,54.56,55.87,40.98,28.81,Turkish Airlines,UFA,IST
